Name;Einwohner;Arbeitsstätten;Beschäftigte;Alter;Einkommen;Erbwerbstätige (15-64);Grundstückspreise;Anzahl an Ehepaaren;Anzahl der Kinder
Asten;6835;373;3042;40.68;41.830;3524;232.9;1453;1.6
Feldkirchen bei Graz;6847;534;3186;41.5;40.137;3446;139.1;1243;1.55
Altach;6877;462;1958;41.06;42.714;3545;529.1;1407;1.68
Eggersdorf bei Graz;6911;678;1723;43.36;41.773;3422;72.3;1353;1.57
Hermagor-Pressegger See;6915;825;3709;47.68;38.648;3073;61.8;1441;1.56
Völs;6963;439;2743;44.18;41.346;3238;573.6;1416;1.65
Hainburg a.d. Donau;6975;443;2100;42.08;41.635;2445;127.2;1303;1.75
Reutte;6989;588;4037;42.03;41.127;3213;204.6;1301;1.7
Arnoldstein;7039;447;2129;44.47;40.189;3265;55.7;1433;1.59
Zeltweg;7039;434;4430;46.38;39.854;3125;45.8;1334;1.53
Eugendorf;7083;767;4527;42.37;42.468;3726;297.7;1409;1.67
Mattighofen;7098;459;5299;39.89;36.748;3451;100.6;1299;1.68
Fehring;7167;717;2908;46.37;37.093;3455;22.9;1460;1.55
Jenbach;7175;435;4086;42.63;39.553;3497;293.6;1443;1.66
Ferlach;7206;552;3040;46.83;41.020;3123;58.2;1369;1.54
Hitzendorf;7259;564;1331;43.96;44.986;3718;82.3;1558;1.57
Kottingbrunn;7303;502;2974;44.95;45.313;3575;212.5;1603;1.56
Absam;7319;615;2836;43.61;44.328;3834;689.7;1479;1.59
Pottendorf;7322;450;1524;42.81;44.584;3406;192.6;1487;1.6
Wolkersdorf im Weinviertel;7342;751;4856;43.94;49.495;3595;191.4;1445;1.61
Vösendorf;7373;893;9040;42.83;47.636;3916;433.2;1302;1.51
Kuchl;7384;635;3068;41.24;40.806;3818;405.7;1490;1.77
Grödig;7392;571;3898;43.52;41.169;3721;360;1440;1.54
Langenlois;7469;905;3538;45.02;42.452;3853;69;1528;1.61
Bad Goisern am Hallstättersee;7528;592;3398;45.65;38.279;3811;107.9;1508;1.54
Mattersburg;7538;707;4188;43.28;42.377;3650;93.2;1455;1.6
Himberg;7569;584;3102;43.81;47.205;3675;321.7;1492;1.56
Vorchdorf;7572;650;4374;41.92;39.774;3955;83.4;1606;1.69
Ebensee am Traunsee;7597;497;2442;46.24;41.142;3666;93.8;1613;1.53
Fohnsdorf;7611;1265;3989;47.76;40.273;3451;51.3;1541;1.48
Sieghartskirchen;7637;598;2288;44.2;45.801;3946;104.5;1629;1.61
Oberwart;7662;1235;7896;44.32;40.461;3451;64.8;1365;1.57
Landeck;7686;654;4365;43.1;38.568;3494;312.4;1550;1.65
Pasching;7688;790;7763;42.36;45.525;3866;307.1;1568;1.61
Straßwalchen;7753;692;4030;40.3;38.426;4227;160;1529;1.63
Pressbaum;7762;643;1963;43.77;52.475;3711;196.6;1525;1.61
Herzogenburg;7823;645;3974;44.93;40.687;3531;56.1;1599;1.67
Kalsdorf bei Graz;7869;540;5230;40.39;40.804;3802;115.1;1335;1.55
St. Andrä-Wördern;7899;690;1793;45.41;50.533;3834;179.6;1566;1.62
Freistadt;7959;768;5840;42.39;39.828;3897;110.7;1471;1.68
Wattens;7984;554;7479;43.81;42.181;4078;393.3;1520;1.53
Langenzersdorf;8084;769;2720;46.13;55.398;3846;402.9;1641;1.59
Ebenthal in Kärnten;8107;510;1510;44.47;40.066;3951;71.9;1543;1.51
Kindberg;8118;585;3956;46.48;42.430;3937;57.6;1726;1.5
Gratkorn;8147;593;4807;42.87;41.539;4055;89.8;1481;1.51
Bruck an der Leitha;8153;844;4779;44.27;44.205;3627;172.7;1602;1.59
Höchst;8167;547;5390;41.61;44.471;4055;447;1716;1.75
Liezen;8196;857;6656;44.83;37.602;3858;80.1;1522;1.57
Zirl;8197;667;3425;42;44.066;4475;565.2;1562;1.59
Mürzzuschlag;8227;628;4457;49.23;39.747;3413;57.5;1733;1.6
Kitzbühel;8239;1466;7236;48.47;39.214;3659;1712.7;1420;1.52
Neulengbach;8345;811;3340;43.98;47.521;3930;137.7;1555;1.68
Neusiedl am See;8643;1012;4986;42.4;49.498;4405;238;1504;1.52
Fürstenfeld;8655;1019;5749;46.11;39.372;4140;35.8;1537;1.5
Wolfurt;8655;676;7217;41.71;46.809;4235;534.1;1680;1.73
Maria Enzersdorf;8659;862;4212;46.54;60.275;3890;582.9;1663;1.64
Stainz;8688;774;2983;45.15;41.756;4365;45.5;1707;1.53
Perg;8802;834;7757;41.22;40.992;4503;112.6;1731;1.69
Engerwitzdorf;8859;528;2542;42.78;47.047;4576;178;1870;1.64
Deutsch-Wagram;9018;599;2706;42.31;45.813;4473;294.3;1791;1.64
Berndorf;9076;620;3329;44.21;42.267;4111;136.4;1836;1.66
Attnang-Puchheim;9101;509;4967;42.58;36.611;4108;116.2;1829;1.76
Velden am Wörther See;9105;987;3178;47.61;43.223;4008;64.8;1718;1.47
Finkenstein am Faaker See;9144;781;3034;44.63;43.969;4386;76.4;1852;1.53
Guntramsdorf;9152;855;7182;44.76;50.377;4501;388.4;1861;1.55
Wiener Neudorf;9310;950;13509;45.75;47.760;4524;433.2;1870;1.55
Rum;9311;578;4240;43.23;39.751;4524;608.6;1773;1.64
St. Valentin;9320;757;5860;44.56;43.286;4863;110.9;1910;1.59
Voitsberg;9391;733;5029;46.8;39.574;4307;62.9;1735;1.47
Sierning;9413;621;2735;44.07;43.391;4835;104;1960;1.61
Judenburg;9631;842;6404;47.59;39.960;4415;68;1783;1.51
St. Johann in Tirol;9663;1140;6785;43.97;39.340;4731;791.2;1714;1.56
Köflach;9689;708;5893;48.26;38.485;4387;51.3;1903;1.45
Laakirchen;9743;628;6393;42.69;41.724;4998;103.6;2101;1.68
St. Andrä;9850;823;4634;45.46;39.033;4885;40.3;1979;1.53
Altmünster;9865;854;3264;44.89;47.270;4800;131.2;2092;1.63
Purkersdorf;9890;905;3102;43.26;51.232;4811;265;1801;1.61
Zell am See;10131;1267;7359;44.67;38.383;4434;350.7;1788;1.53
Lauterach;10364;698;5123;40.84;44.652;5336;518.2;1986;1.69
Bischofshofen;10544;881;5172;43.45;38.207;5131;374;2202;1.64
Zwettl-Niederösterreich;10723;1420;8656;46.54;39.378;5532;25;2289;1.66
Völkermarkt;10866;1099;5718;44.78;40.615;5181;50.6;2059;1.58
Imst;10882;1061;8028;41.21;37.042;5385;210.7;2004;1.68
Trofaiach;10994;900;2794;48.17;45.814;4963;60.1;2275;1.5
Seekirchen am Wallersee;11001;954;5905;41.92;43.553;5719;416.8;2115;1.64
Gleisdorf;11072;1580;7335;43.07;41.726;5567;60.3;1996;1.56
Strasshof an der Nordbahn;11085;651;1964;41.32;44.692;5036;225.6;2289;1.65
Waidhofen an der Ybbs;11134;1332;6788;44.1;41.454;5564;116.3;2228;1.74
Sankt Johann im Pongau;11331;1139;8046;41.41;39.675;5887;407.1;2245;1.66
Ebreichsdorf;11422;888;3497;41.97;46.517;5510;176.4;2379;1.61
Mistelbach;11592;1866;8410;44.91;43.090;5636;106;2207;1.63
Deutschlandsberg;11623;1262;8140;45.79;41.455;5592;56.9;2159;1.52
Seiersberg-Pirka;11633;1246;9116;42.81;45.989;5927;158.8;2230;1.55
Gerasdorf bei Wien;11666;1044;5268;43.8;49.953;5566;351.7;2454;1.59
Groß-Enzersdorf;11740;822;3858;42.31;47.784;5693;232;2377;1.62
Weiz;11756;1012;12143;44.93;41.259;5727;114.3;2171;1.57
Götzis;11768;922;7218;41.62;41.549;6019;513.7;2255;1.71
Gänserndorf;11832;991;5440;41.37;43.650;5634;157.4;2274;1.7
Enns;11900;875;7583;42.33;41.523;5895;180.3;2381;1.65
Lienz;11935;1596;11094;46.63;38.771;5321;249.8;1915;1.54
Hollabrunn;11944;1087;6756;44.42;43.611;5560;73.8;2324;1.58
Brunn am Gebirge;12024;1371;8980;43.2;53.336;5974;473.3;2360;1.58
Rankweil;12026;939;8195;42.6;42.066;5920;519.7;2365;1.69
St. Veit an der Glan;12184;1245;8139;45.76;40.406;5879;75.8;2123;1.55
Ried im Innkreis;12209;1295;14938;43.32;39.944;5719;137.7;2156;1.62
Bad Vöslau;12312;962;3790;44.76;46.815;5594;312.3;2347;1.62
Vöcklabruck;12445;1582;13604;44.92;42.028;5749;173.2;2261;1.63
Leibnitz;12544;1361;7897;44.19;39.123;6046;88.6;2224;1.5
Knittelfeld;12574;827;6822;45.31;37.695;5417;86.7;2292;1.6
Neunkirchen;12620;1047;7055;42.79;39.037;5440;80;2437;1.76
Gratwein-Straßengel;12759;945;3685;44.79;46.260;6467;94.1;2654;1.56
Gmunden;13203;1541;10711;46.73;46.683;5998;263.9;2388;1.6
Korneuburg;13334;1208;8031;43.2;48.483;6719;467.4;2419;1.59
Feldbach;13371;1361;9708;44.13;37.017;6519;35.7;2648;1.59
Wals-Siezenheim;13575;1453;15485;42.36;45.427;7119;582.7;2557;1.63
Hard;13591;949;5687;42.17;44.618;6657;498.2;2708;1.73
Schwaz;13810;1138;9405;42.95;39.997;6898;440.6;2597;1.63
Bad Ischl;14109;1382;7218;45.71;39.947;6594;188.3;2652;1.61
Wörgl;14179;1185;9192;40.98;38.450;6984;287.7;2631;1.64
Hall in Tirol;14243;1256;11822;43.03;39.299;6759;608.6;2475;1.66
Feldkirchen in Kärnten;14289;1310;6842;45.01;38.593;6820;56.6;2603;1.54
Marchtrenk;14334;995;6946;41.19;40.841;7260;153;2880;1.65
Ternitz;14640;879;4456;45.7;41.383;6435;75.2;3018;1.61
Eisenstadt;14895;1872;18536;43.81;48.398;6903;216.4;2606;1.56
Bludenz;14961;1089;7781;42.51;41.702;7078;369.8;2747;1.71
Perchtoldsdorf;14978;1584;5908;46.55;61.934;6736;614.7;3076;1.66
Spittal an der Drau;15151;1414;11281;46.38;38.568;6782;73;2809;1.53
Bruck an der Mur;15650;1370;9171;47.16;42.996;7217;87;2957;1.51
Wien-Innere Stadt;15867;12166;169548;47.5;70.789;6905;-;2193;1.49
Telfs;16091;1081;6645;41.06;37.801;7920;329.3;3001;1.69
Tulln an der Donau;16380;1610;11864;43.81;45.048;8253;210.8;3100;1.58
Hohenems;16769;1156;6861;40.89;39.534;8152;413;3258;1.75
Stockerau;16789;1288;7937;44.44;45.676;8405;207;3265;1.55
Saalfelden am Steinernen Meer;16790;1518;7534;43.18;37.548;8543;241.1;3349;1.63
Ansfelden;17433;1141;8378;41.02;39.113;7970;215.7;3455;1.76
Braunau am Inn;17438;1226;14009;43.97;39.684;7936;124.5;3343;1.61
Traiskirchen;18774;1523;7690;42.77;43.605;9473;235.5;3823;1.59
Kufstein;19512;1681;12334;41.98;42.400;9504;511.9;3425;1.67
Schwechat;20375;2718;31200;41.75;42.710;9096;305.8;3330;1.54
Mödling;20559;2349;11557;45.1;54.488;9858;625;3660;1.58
Hallein;21353;1666;9623;41.46;39.749;10777;332.6;3960;1.65
Kapfenberg;22380;1324;14181;45.79;40.390;9897;59.8;4529;1.6
Lustenau;23476;1617;11991;40.85;41.463;11175;497.2;4651;1.74
Amstetten;23569;1932;19022;43.27;40.642;11320;93.5;4516;1.68
Leoben;24189;1627;17283;45.47;41.125;10753;74.5;4327;1.53
Wien-Josefstadt;24365;3897;17303;41.82;53.619;12052;-;2920;1.51
Traun;24828;1511;11722;42.42;39.343;11677;269;5004;1.72
Krems an der Donau;24837;2548;19840;45.19;43.016;11024;117.6;4260;1.59
Wolfsberg;25031;2671;13927;45.2;40.934;12046;69.7;4882;1.57
Baden;25817;2752;13983;46.78;49.881;11509;461.2;4732;1.62
Klosterneuburg;27588;3123;10576;45.11;61.810;12566;517;5308;1.61
Leonding;28938;2135;13726;42.5;48.732;14680;414.6;5600;1.61
Bregenz;29534;2363;19713;42.75;43.314;13544;584.3;4974;1.72
Wien-Mariahilf;31336;5445;29728;41.85;48.897;15798;-;3725;1.52
Wien-Neubau;31683;6350;36144;41.42;51.501;16739;-;3837;1.5
Wien-Wieden;33075;6005;33242;42.27;53.983;15547;-;4272;1.56
Feldkirch;34538;2385;17433;41.67;42.881;16769;482.7;6185;1.68
Steyr;37952;2733;28389;44.26;42.817;17322;136.9;6844;1.66
Wien-Alsergrund;41812;6200;49436;40.73;51.212;20557;-;4961;1.54
Wiener Neustadt;46456;4796;33550;41.36;42.054;20574;227.7;8046;1.69
Dornbirn;50257;4283;29756;41.73;43.774;24843;661;9284;1.71
Wien-Währing;51327;5262;15886;41.86;52.513;23967;1186.4;7175;1.58
Wien-Hietzing;53903;5519;24392;45.35;56.996;22992;1006.3;8833;1.6
Wien-Margareten;54373;5073;20406;40.54;41.104;26706;-;7080;1.59
St. Pölten;55878;4611;55514;43.46;42.110;25212;124.6;10188;1.67
Wien-Hernals;56488;4169;16040;41.16;42.632;26353;1102.8;8456;1.62
Wels;62654;5284;51818;41.93;39.384;29124;217.1;11509;1.74
Villach;63236;5117;38627;44.85;43.256;28075;147;11067;1.54
Wien-Döbling;73861;7455;35465;44.07;54.180;29708;1560;10790;1.63
Wien-Rudolfsheim-Fünfhaus;76137;5751;30662;39.96;36.202;35565;-;10554;1.63
Wien-Brigittenau;85264;4320;30559;40.4;37.209;37110;-;12903;1.69
Wien-Landstraße;93248;10801;96730;41.43;49.007;42785;-;12559;1.56
Wien-Penzing;93366;6239;28789;42.93;45.588;42142;757.5;14888;1.6
Wien-Meidling;96998;7611;41452;40.83;39.116;43245;-;14674;1.68
Klagenfurt am Wörthersee;101765;9938;73952;44.42;43.969;46618;129.9;16200;1.54
Wien-Ottakring;102480;6501;27303;41.06;39.379;47282;738.5;15517;1.65
Wien-Simmering;105022;4355;39113;39.42;38.237;45587;613.8;17443;1.69
Wien-Leopoldstadt;105237;8676;77661;40.12;43.964;47357;-;14596;1.68
Wien-Liesing;111812;7875;61930;42.32;46.237;47068;700.6;18907;1.64
Innsbruck;131059;13008;103624;42.35;40.105;62491;1066.2;18215;1.59
Salzburg;155416;15865;117944;43.61;42.825;72922;1043;24618;1.6
Wien-Floridsdorf;173916;7541;61341;40.77;41.917;72337;705.7;27658;1.68
Wien-Donaustadt;198806;9756;67731;40.4;44.871;88482;759;33944;1.65
Linz;206537;16541;182404;42.45;42.759;98727;354.7;32619;1.65
Wien-Favoriten;210573;9512;81596;39.91;37.070;86106;707.1;33679;1.71
Graz;291134;24706;205334;41.19;42.716;139392;246.3;42155;1.62
