Name;Einwohner;Arbeitsstätten;Beschäftigte;Alter;Einkommen;Erbwerbstätige (15-64);Grundstückspreise;Anzahl an Ehepaaren;Anzahl der Kinder
Guttaring;1482;161;448;44.44;40.144;723;41.6;289;1.64
Karlstein an der Thaya;1483;155;1037;45.87;35.887;717;13.6;302;1.69
Vils;1483;101;644;45.2;39.086;733;121.5;333;1.57
Brand-Nagelberg;1485;99;263;49.28;38.343;702;22;331;1.5
Pettneu am Arlberg;1485;128;308;42.57;40.590;666;217.7;316;1.68
Langen bei Bregenz;1486;135;439;42.15;41.148;763;214.7;302;1.73
Gresten-Land;1487;158;368;41.25;37.253;808;54.1;337;1.84
Ungenach;1487;110;255;41.47;42.148;808;57.1;334;1.78
Geistthal-Södingberg;1487;157;276;46.3;36.704;804;27.6;321;1.55
Reichenthal;1489;135;610;40.91;38.665;815;41.1;319;1.79
Neidling;1491;119;511;44.35;44.127;715;59.8;341;1.58
Stall;1494;101;280;44.3;43.303;712;46.8;297;1.67
Golling an der Erlauf;1494;46;183;44.19;36.326;752;44.8;317;1.52
Kemeten;1495;104;400;45.39;39.511;729;13.6;304;1.48
Birgitz;1496;104;242;42.88;43.444;767;573.6;298;1.53
Ragnitz;1498;153;546;43.14;38.015;777;46.3;316;1.53
Pflach;1502;86;267;42.01;45.313;677;158.4;330;1.6
Hengsberg;1503;143;313;42.39;42.311;772;49.7;301;1.59
Scheffau am Wilden Kaiser;1504;173;537;44.69;39.672;685;320.2;266;1.6
Pulkau;1506;164;477;47.07;41.270;683;18.7;318;1.69
Warth;1508;129;185;45.63;41.903;757;43;368;1.69
Schlitters;1508;125;565;40.55;36.484;814;240.3;296;1.71
Filzmoos;1511;194;476;40.39;35.750;683;174.7;302;1.83
St. Urban;1513;145;425;44.64;40.081;706;39.8;286;1.64
Windhaag bei Perg;1514;120;275;40.94;40.805;805;50.1;343;1.78
Schwarzenau;1515;119;412;44.6;38.518;713;18.3;297;1.68
Pfaffing;1515;88;487;42.82;41.348;740;54.3;310;1.79
Unterach am Attersee;1516;159;909;46.21;46.506;721;217.6;286;1.64
Rainbach im Innkreis;1517;137;284;41.67;35.714;795;26.8;317;1.74
Waidmannsfeld;1522;106;256;48.24;44.019;706;55.6;322;1.47
Hofkirchen im Mühlkreis;1522;149;702;42.32;35.591;811;26.5;318;1.74
Lembach im Mühlkreis;1524;137;724;44.29;38.831;812;28;275;1.7
Arbing;1525;114;614;41.17;40.889;823;54.3;335;1.65
Straß im Attergau;1525;134;361;41.2;37.429;838;86.1;322;1.79
Wiesmath;1526;147;374;43.69;38.000;777;36.9;353;1.66
Mischendorf;1527;90;198;48.71;40.339;708;11.5;365;1.52
Seibersdorf;1529;145;834;43.97;44.464;772;104;327;1.59
Fischbach;1530;144;367;44.74;37.036;747;26.2;353;1.63
Putzleinsdorf;1531;156;425;41.65;37.241;858;35.2;321;1.85
Brandenberg;1531;124;251;43.75;38.363;785;164.5;329;1.73
Heiligenkreuz;1532;144;490;45;53.296;685;223.7;295;1.57
Helfenberg;1533;91;327;44.85;39.879;523;22.5;238;1.8
Kollerschlag;1534;97;343;40.29;37.146;826;16.7;333;1.79
Ruden;1535;122;602;45.49;38.694;740;23.2;293;1.63
Weitersfeld;1536;211;484;47.48;38.950;754;13.4;332;1.64
Rohrbach an der Gölsen;1539;116;1303;43.41;39.874;796;65.7;322;1.65
Oepping;1539;123;596;42.06;37.219;914;25.2;314;1.64
Hennersdorf;1540;123;415;45.91;53.769;776;433.2;348;1.56
St. Aegidi;1541;155;466;42.78;36.868;866;25.2;344;1.7
Peilstein im Mühlviertel;1542;133;523;42.03;36.956;833;25.2;348;1.67
Würmla;1543;108;355;42.6;42.246;730;67.5;292;1.62
Nauders;1543;172;560;41.98;35.037;658;154.4;331;1.69
Selzthal;1544;92;508;46.97;40.195;732;51.3;316;1.49
Diersbach;1545;145;317;43.27;35.191;861;24.6;335;1.69
Niederhollabrunn;1548;148;323;43.78;46.255;807;105.2;346;1.68
Krummnußbaum;1549;92;434;42.49;40.528;761;44.8;316;1.67
Wildendürnbach;1550;126;450;44.62;38.460;743;20.2;346;1.67
Kapfenstein;1550;163;510;44.68;35.406;774;15.9;359;1.58
Erl;1553;142;577;42.28;37.286;779;212.4;314;1.78
Wernstein am Inn;1554;109;430;43.79;36.695;768;39;315;1.73
Lingenau;1554;180;647;39.18;42.600;823;189.3;295;1.96
Julbach;1556;95;249;43.81;38.791;849;16.7;322;1.6
Stams;1556;123;1039;41.11;38.051;800;148.5;296;1.61
Jochberg;1558;187;567;46.14;38.381;733;607.5;300;1.51
Liebenau;1559;201;530;44.3;36.586;852;25.2;345;1.85
Allerheiligen bei Wildon;1560;138;353;44.92;42.513;729;72.7;296;1.56
Suben;1561;98;725;41.96;40.190;645;39.4;269;1.6
Weyregg am Attersee;1562;172;376;44.81;49.293;785;217.6;330;1.63
Spitz;1564;238;814;47.59;42.158;794;81.4;357;1.63
Dobersberg;1564;199;647;45.9;36.001;793;13.6;343;1.71
Ischgl;1564;387;1117;40.24;42.835;695;822.5;334;1.73
St. Stefan im Gailtal;1565;127;280;49.65;41.159;693;36.5;337;1.51
Breitenau;1565;105;584;42.29;42.997;881;81.2;324;1.51
Pamhagen;1566;213;870;48.6;38.467;786;31.5;376;1.62
Hernstein;1567;158;296;45.54;51.720;777;129.8;357;1.56
Meggenhofen;1567;129;396;39.97;40.157;849;60.5;322;1.86
Haselsdorf-Tobelbad;1567;112;680;43.79;47.709;788;82.3;341;1.5
Ottendorf an der Rittschein;1569;125;265;42.96;37.325;883;17.5;335;1.5
Prinzersdorf;1571;148;582;43.43;41.653;833;75.4;318;1.58
Windhaag bei Freistadt;1571;158;443;42.8;34.912;821;25.2;366;1.7
Kreuzstetten;1572;110;281;44.79;45.593;742;94.4;324;1.62
Stuhlfelden;1575;127;469;42.13;34.880;887;123.9;347;1.68
Lech;1577;435;1181;45.07;49.833;696;1669;274;1.59
Steuerberg;1579;259;401;44.39;35.681;802;39.8;286;1.58
Neustift-Innermanzing;1580;154;441;43.7;44.281;815;92.4;294;1.56
Dorfbeuern;1580;134;336;42.14;39.828;850;141.1;347;1.68
Schenkenfelden;1581;156;393;42.69;41.046;836;56.7;360;1.74
Sankt Georgen an der Stiefing;1584;145;455;43.13;42.313;776;46.3;331;1.53
Bernhardsthal;1585;113;264;50.18;42.857;644;20;361;1.5
Reichersberg;1585;146;2497;43.2;36.921;793;37.4;340;1.58
Tumeltsham;1587;205;1343;43.36;44.196;894;81.5;354;1.64
Grünbach am Schneeberg;1588;111;311;45.69;41.900;702;64.3;315;1.6
Losenstein;1588;152;935;44.25;39.971;832;53.8;361;1.73
Kammern im Liesingtal;1588;142;525;46.3;41.906;775;60.1;334;1.52
Arbesbach;1591;234;541;43.73;33.809;884;15.7;353;1.9
Fuschl am See;1591;179;1418;41.94;47.161;868;325.6;317;1.65
Globasnitz;1592;118;252;43.9;39.699;765;20.6;306;1.57
Hof am Leithaberge;1592;140;638;43.62;44.849;787;73.5;334;1.67
Turnau;1592;148;394;46.1;38.512;756;36;351;1.54
Telfes im Stubai;1592;115;285;43.27;41.871;850;362.1;345;1.67
Mauterndorf;1595;197;898;47.7;38.893;704;80.6;312;1.59
Dellach im Drautal;1597;132;560;46.05;38.366;717;50.4;360;1.65
Haugsdorf;1597;152;451;47.48;38.037;635;12.5;327;1.62
Wimpassing im Schwarzatale;1598;98;1247;43.93;38.336;689;72.7;310;1.59
Würflach;1598;125;262;45.54;47.312;775;80;346;1.58
Bad Tatzmannsdorf;1600;187;1691;46.84;41.610;755;54.4;313;1.54
Proleb;1600;108;238;46.62;47.842;740;60.1;366;1.45
Hart im Zillertal;1600;142;328;40.94;38.247;860;228.1;298;1.68
Rastenfeld;1601;144;963;43.24;38.709;768;23.7;318;1.71
Pölfing-Brunn;1602;298;781;48.3;36.681;742;25.3;307;1.54
Kainach bei Voitsberg;1603;149;282;46.04;36.831;800;27.6;342;1.49
Inzersdorf-Getzersdorf;1607;138;710;41.04;41.655;819;57.4;329;1.63
Stockenboi;1612;153;376;44.68;38.052;765;46.5;325;1.62
Stronsdorf;1612;149;478;45.32;38.136;827;13.7;350;1.57
Maria Wörth;1616;187;631;49.42;59.608;707;162.7;255;1.53
Attersee am Attersee;1616;201;517;44.78;49.249;798;245.5;301;1.65
Gutenberg-Stenzengreith;1618;140;263;42.58;41.721;977;46;383;1.58
St. Martin-Karlsbach;1619;117;550;43.8;40.205;883;47.9;391;1.57
Utzenaich;1619;137;476;41.67;37.695;842;42.3;331;1.73
Prellenkirchen;1620;147;282;44.5;44.728;743;91.7;363;1.63
Pilgersdorf;1621;94;210;46.49;41.740;803;17.7;359;1.54
Jois;1624;184;558;45.34;48.522;810;134.9;354;1.55
Wartmannstetten;1625;136;248;44.3;42.904;856;72.7;377;1.6
Stroheim;1625;154;329;42.38;40.011;872;68.1;345;1.57
Zell am Moos;1625;176;724;42.45;41.337;852;288.2;337;1.69
Großmugl;1627;176;307;44.88;42.055;833;63;356;1.55
Redlham;1628;101;971;42.6;41.690;867;75.3;350;1.61
Ravelsbach;1631;130;381;46.18;39.332;797;25.3;324;1.51
Breitenau am Hochlantsch;1631;142;509;50.11;43.612;662;48.5;420;1.48
Hochneukirchen-Gschaidt;1633;155;321;43.98;38.950;886;41.3;377;1.64
Bad Blumau;1633;153;998;43.89;34.599;833;19.4;326;1.67
Maria Neustift;1635;148;324;40.11;39.749;870;59.8;346;1.79
Neukirchen am Walde;1638;145;594;42.41;34.855;857;35.3;346;1.71
Dorfgastein;1638;179;478;43.53;37.381;821;222.8;364;1.64
Rohrau;1639;164;402;42.74;43.522;809;51.1;339;1.62
Großkrut;1640;98;344;45.42;42.330;772;20;342;1.54
Sautens;1640;103;243;41.31;36.034;793;132;327;1.69
Weer;1640;149;620;42.23;40.927;848;454.3;299;1.61
Obernberg am Inn;1643;87;540;46.34;37.487;780;44.3;300;1.51
Jagerberg;1644;189;539;44.04;36.262;871;13.1;331;1.61
Wettmannstätten;1645;138;493;43.84;40.403;823;34.8;340;1.53
Wundschuh;1645;172;1348;42.63;41.585;842;88.6;354;1.59
Riedlingsdorf;1647;83;354;44.69;37.817;813;23.9;350;1.53
Dalaas;1647;118;318;42.12;40.654;764;136.8;332;1.73
Texingtal;1648;177;568;41.13;36.231;882;29.1;331;1.78
Gaaden;1650;758;951;45.39;65.147;838;356.8;355;1.6
Rosental an der Kainach;1650;204;873;47.37;38.290;771;70.3;336;1.47
Hafnerbach;1651;170;410;43.98;39.014;894;59.8;369;1.57
Traunkirchen;1651;158;590;46.22;45.415;790;131.2;348;1.59
Wolfpassing;1652;123;397;38.79;39.429;857;42.7;349;1.74
Zell am Ziller;1657;326;1623;44.34;36.684;839;297.1;337;1.54
Schönwies;1658;75;563;42.27;39.024;806;157.3;400;1.7
Krems in Kärnten;1665;175;398;46.85;37.580;777;47.2;329;1.63
Hofkirchen an der Trattnach;1666;137;826;41.16;39.796;887;60.2;332;1.74
Kolsass;1667;129;432;42.04;42.214;879;315.9;339;1.62
Münichreith-Laimbach;1670;148;410;43.89;36.353;875;31.1;367;1.64
Ramsau im Zillertal;1670;168;838;41.13;36.697;848;288.7;322;1.59
Sankt Josef (Weststeiermark);1671;103;301;42.35;43.536;857;45.6;332;1.62
Wallern im Burgenland;1672;182;933;48.16;40.243;853;31.5;344;1.48
Hollenstein an der Ybbs;1674;594;1030;44.16;35.695;834;40.2;359;1.73
Sigmundsherberg;1676;133;423;45.85;38.626;779;18.7;352;1.57
Bad Kleinkirchheim;1678;294;1142;49.9;36.999;767;148.9;312;1.47
Neckenmarkt;1679;158;526;46;43.248;803;25.9;417;1.63
Edelschrott;1680;246;577;48.37;38.688;839;36.8;338;1.57
Stadl-Predlitz;1683;192;580;46.34;36.411;801;105.8;312;1.56
Pram;1686;150;763;42.88;39.317;900;34.7;319;1.69
Marbach an der Donau;1688;251;540;43.06;37.297;887;45;359;1.61
Pabneukirchen;1688;221;789;40.73;37.089;913;29.7;392;1.84
Kleinzell im Mühlkreis;1690;97;346;43.06;40.740;840;38.3;346;1.75
Muckendorf-Wipfing;1691;93;152;44.06;46.166;878;150.4;364;1.56
Reith bei Kitzbühel;1692;209;668;47.29;37.458;707;1161.4;302;1.59
Tulfes;1693;155;355;41.39;44.685;864;415.4;322;1.67
Lendorf;1696;166;539;43.95;38.146;866;54;354;1.62
Oberhofen am Irrsee;1696;158;488;40.34;38.980;934;211.5;322;1.68
Günselsdorf;1697;126;611;44.84;42.245;888;158.8;341;1.44
Rangersdorf;1698;119;409;42.18;42.990;778;46.8;326;1.72
Pischelsdorf am Engelbach;1701;164;326;42.95;36.570;926;50.7;342;1.66
Sankt Andrä-Höch;1701;163;370;46.39;37.752;875;34.6;326;1.43
Wimpassing an der Leitha;1702;117;406;39.99;44.749;845;182.9;337;1.55
Hadres;1703;139;387;46.66;39.895;814;12.5;364;1.61
Gersdorf an der Feistritz;1703;200;662;43.47;38.769;883;17.7;367;1.65
Mautern in Steiermark;1704;143;714;48;39.988;822;28.5;341;1.51
Moosdorf;1706;154;782;42.82;38.223;928;97.6;360;1.61
Berndorf bei Salzburg;1706;182;482;43.25;40.508;936;141.6;359;1.66
Klausen-Leopoldsdorf;1707;133;280;42.49;44.051;925;131.1;332;1.55
Reichraming;1707;148;528;45.78;41.368;876;53.8;380;1.7
Natschbach-Loipersbach;1711;109;661;44.49;43.717;861;72.7;392;1.6
Lassing;1712;157;464;46.73;36.289;852;63.2;339;1.59
Deutsch Kaltenbrunn;1715;339;604;46.94;37.570;843;11;375;1.51
Weibern;1715;135;877;42.06;41.079;907;41.7;382;1.73
Sankt Georgen am Kreischberg;1715;219;570;45.79;39.718;871;105.8;368;1.66
Mitterkirchen im Machland;1718;129;365;42.48;39.587;908;46.3;390;1.78
Sankt Martin am Tennengebirge;1718;171;419;41.33;37.755;913;177.5;360;1.69
Offenhausen;1719;138;419;40.68;40.975;955;67;344;1.73
Weissenbach an der Triesting;1723;144;945;43.65;41.502;869;105.7;322;1.62
Rappottenstein;1724;238;645;42.89;34.503;916;18.5;372;1.81
Langschlag;1725;190;481;44.32;37.339;900;17.7;388;1.72
Halbenrain;1728;199;688;47.87;38.258;844;25.2;340;1.43
Greifenburg;1731;167;697;45.27;37.972;771;39.8;355;1.57
Hofamt Priel;1731;110;278;43.09;40.118;902;48.1;380;1.66
St. Peter am Wimberg;1732;139;588;42.59;37.925;1005;36.1;375;1.76
Rennweg am Katschberg;1733;200;728;44.72;39.111;843;47.2;362;1.65
Grabern;1734;118;258;41.35;39.346;837;21.1;367;1.66
Allentsteig;1736;123;1058;49.35;39.780;800;13.5;377;1.56
Oggau am Neusiedler See;1738;101;263;47.59;43.416;779;252.4;408;1.5
St. Roman;1738;159;483;41.83;33.833;1018;26.5;370;1.84
Oberwang;1740;202;780;40.04;35.055;1010;95.6;383;1.76
Klein St. Paul;1741;162;555;45.84;39.148;821;38.3;348;1.7
Zwölfaxing;1743;124;890;43.58;46.565;889;305.8;381;1.59
Zwettl an der Rodl;1745;167;515;41.56;40.380;915;88.3;355;1.81
Apetlon;1746;249;581;49.74;40.156;824;31.5;424;1.45
Saxen;1749;138;399;42.47;39.619;914;37.4;385;1.67
Reisenberg;1750;131;405;43.9;44.366;890;113.7;371;1.54
Obersiebenbrunn;1750;133;592;43.13;44.024;839;125.3;382;1.64
Straß im Straßertale;1750;161;337;43.72;39.667;858;58.9;371;1.67
Emmersdorf an der Donau;1753;154;396;43.57;42.430;900;89.3;385;1.67
Gallizien;1755;150;292;45.52;39.517;837;32.1;344;1.48
Schwendau;1758;147;444;40.31;35.866;829;288.7;336;1.69
Wolfsgraben;1760;190;390;43.6;51.228;844;166.9;348;1.64
Aspang-Markt;1764;202;987;45.97;41.881;883;51;330;1.51
Sankt Lambrecht;1766;182;595;48.96;36.121;818;34;407;1.5
Untersiebenbrunn;1768;119;431;43.02;44.033;917;125.3;390;1.63
Bad Pirawarth;1774;114;670;43.93;43.758;799;82.3;363;1.62
Aurach am Hongar;1776;126;274;40.55;41.766;955;63.8;370;1.68
Reichenau;1778;171;619;47.19;35.467;792;79;361;1.61
Moosbrunn;1778;113;340;43.76;45.632;928;194.7;383;1.54
Enzersfeld im Weinviertel;1781;148;428;44.07;51.316;887;271.1;392;1.53
Au;1781;200;984;40.48;41.054;907;273.3;362;1.85
Sankt Koloman;1783;170;326;40.57;43.192;919;167;389;1.87
Mannersdorf an der Rabnitz;1784;118;283;47.67;41.006;794;20.5;403;1.52
Reichenfels;1784;163;443;45.56;39.667;930;35.4;397;1.66
Assling;1786;143;751;44.64;36.805;862;64.5;383;1.76
Sankt Gallen;1788;201;967;46.56;39.636;842;47.7;361;1.63
Enzenkirchen;1794;176;562;42.55;34.874;962;19.4;368;1.62
Glanegg;1795;146;736;46.36;39.902;856;28.3;354;1.55
Lunz am See;1795;225;857;46.03;38.951;850;49.6;395;1.72
Deutsch Goritz;1795;212;1031;45.96;36.555;944;13.1;362;1.52
Baumgartenberg;1798;128;980;42.82;40.499;888;52.3;367;1.63
Ludmannsdorf;1801;144;379;45.52;44.717;873;44.2;363;1.58
Teesdorf;1805;128;703;42.22;44.526;1006;158.8;372;1.59
Göpfritz an der Wild;1806;169;490;45.15;34.714;939;13.5;388;1.64
Pupping;1806;171;1041;44.24;42.672;940;83.1;404;1.67
Fladnitz an der Teichalm;1807;233;969;43.13;35.319;992;31.9;380;1.68
Nickelsdorf;1809;167;626;45.27;41.487;767;60.2;362;1.55
Weppersdorf;1813;135;583;45.79;42.654;846;19.5;396;1.64
Preding;1815;161;819;44.25;40.275;927;38;332;1.5
Bad Loipersdorf;1816;198;1042;46.04;35.290;946;25.6;385;1.46
Horitschon;1819;169;875;46.15;43.309;859;29.6;438;1.52
Greinbach;1820;194;706;43.07;38.114;939;27.2;368;1.59
Gosau;1822;157;701;45.68;37.148;865;107.9;328;1.62
Sulzberg;1822;194;627;41.5;41.719;928;214.7;385;1.97
Nußdorf ob der Traisen;1823;166;958;42.87;42.853;923;55.6;365;1.59
Schwarzenberg;1823;232;751;40.82;40.029;965;264.4;359;1.96
Ampass;1832;164;466;40.98;43.325;1012;415.4;357;1.63
Münzbach;1833;180;1031;39.92;35.462;995;43.7;403;1.78
St. Aegyd am Neuwalde;1834;178;707;48.55;39.349;821;60.9;385;1.59
Ferschnitz;1836;112;382;40.09;38.630;1008;53.7;393;1.72
Stanz im Mürztal;1836;173;358;45.06;40.013;917;48.5;435;1.53
Uderns;1837;141;610;40.89;37.012;999;414.4;356;1.65
Donnerskirchen;1841;193;431;46.65;44.289;874;118.6;392;1.49
Niederwaldkirchen;1841;186;739;41.03;40.202;1004;42.5;393;1.76
Randegg;1842;185;684;41.95;35.732;1006;47.5;422;1.96
Lobmingtal;1842;142;464;45.71;42.041;931;54.1;430;1.6
Winklarn;1843;148;342;41.28;41.841;944;68.8;379;1.68
Tragöß-Sankt Katharein;1844;154;348;48.32;42.255;851;31.6;418;1.54
Baldramsdorf;1847;104;214;45.15;38.807;886;54;399;1.47
Rosegg;1847;162;385;45.11;43.669;918;46.5;375;1.47
Hürm;1857;218;730;41.43;37.784;1026;32.8;385;1.71
Aschau im Zillertal;1866;148;442;40.3;35.358;969;263.2;353;1.67
Schönberg am Kamp;1872;215;475;46.77;44.408;919;39.2;373;1.6
St. Ulrich am Pillersee;1872;170;740;42.58;37.199;909;298.4;364;1.67
Markt Allhau;1873;174;881;44.13;40.572;884;20.7;407;1.55
Teufenbach-Katsch;1874;184;1086;45.16;38.918;942;48.6;352;1.51
Gaißau;1875;111;732;41.17;44.672;935;306.2;405;1.78
Zeillern;1876;146;381;41.1;39.497;1003;57.7;419;1.79
Asparn an der Zaya;1877;120;386;43.46;40.029;907;38.6;412;1.73
Inzersdorf im Kremstal;1877;182;533;43.29;38.680;1005;64.4;401;1.69
Roppen;1877;82;622;40.21;36.468;952;160;379;1.63
Sankt Stefan ob Leoben;1878;123;392;47.4;41.228;877;45.9;406;1.5
Kobersdorf;1879;139;458;45.55;40.437;920;19.5;409;1.54
Altaussee;1879;198;768;49.2;44.197;841;141.5;347;1.48
Winzendorf-Muthmannsdorf;1881;142;595;44.75;44.335;909;101.5;365;1.59
Piberbach;1881;127;239;41.86;43.413;1002;133.5;413;1.74
Breitenbrunn am Neusiedler See;1883;192;520;49.14;50.780;875;192.5;412;1.53
Prutz;1884;136;712;42.05;36.791;854;161;365;1.64
Kennelbach;1885;114;861;43.94;46.478;900;372.7;391;1.72
Aspangberg-St. Peter;1887;209;646;44.61;38.560;918;51;422;1.76
Desselbrunn;1888;147;464;40.28;40.497;990;80.9;405;1.74
Blumau-Neurißhof;1891;98;249;42.67;41.739;929;158.8;371;1.57
Türnitz;1891;170;571;47.35;38.302;873;43;371;1.61
Oberhofen im Inntal;1902;114;573;40.07;40.052;950;226.3;386;1.7
Lanzendorf;1905;113;715;42.67;47.705;997;305.1;410;1.57
Bad Deutsch-Altenburg;1906;125;589;43.34;41.702;812;122.2;343;1.61
Strallegg;1910;191;470;43.58;35.422;1017;23;464;1.67
Roßleithen;1911;167;554;43.18;36.322;942;81;399;1.83
Mitterberg-Sankt Martin;1912;178;497;44.11;37.000;992;76.4;380;1.64
Scheiblingkirchen-Thernberg;1914;173;593;45.17;44.669;948;59;401;1.67
Unken;1915;189;784;45.32;40.076;935;162.1;423;1.62
Bergland;1916;213;1098;41.26;37.766;1046;49.1;433;1.72
Staatz;1917;133;314;46.54;41.267;979;13.7;432;1.61
Going am Wilden Kaiser;1919;206;845;44.47;36.236;964;1052.3;362;1.61
Gaflenz;1922;180;621;42.14;36.509;998;61.2;460;1.84
Kobenz;1923;171;592;44.89;46.974;1005;65.4;412;1.56
Halbturn;1924;210;548;47.32;42.539;901;69.5;449;1.57
Metnitz;1924;272;548;46.54;38.442;918;28.7;410;1.73
Tux;1924;260;1523;42.62;35.779;1086;278.5;384;1.64
Angerberg;1925;166;368;42.68;43.800;984;254.4;415;1.67
Senftenberg;1926;140;368;46.46;42.417;977;81.4;407;1.6
Grünbach;1927;166;420;41.39;38.494;1026;36.5;410;1.77
Stumm;1928;186;595;42.26;37.347;1017;272.8;346;1.56
Auersthal;1930;168;625;44.13;44.381;963;113.6;434;1.6
Malta;1933;160;334;45.03;37.750;936;46.8;373;1.62
Frankenfels;1934;191;531;43.62;35.317;983;35.9;433;1.66
Taufkirchen an der Trattnach;1935;173;667;43.29;39.454;1068;41.6;439;1.63
Maissau;1938;163;582;46.7;43.107;973;25.3;424;1.49
St. Georgen im Lavanttal;1939;169;492;43.46;39.284;1010;29;386;1.61
Mieders;1940;166;837;40.98;40.344;1009;195.2;386;1.68
St. Marienkirchen bei Schärding;1942;163;942;41.29;38.232;973;33.4;403;1.64
Seeham;1942;213;497;42.99;44.570;1076;277.6;362;1.63
Irschen;1944;143;359;44.25;36.421;965;75.1;445;1.64
Adlwang;1948;161;670;40.29;41.331;1002;90.7;412;1.77
Rinn;1951;130;311;40.19;43.794;1025;415.4;386;1.73
Kappel am Krappfeld;1957;163;395;43.95;41.028;968;38.3;380;1.65
Schönau im Mühlkreis;1957;169;519;41.75;36.952;1024;44.4;434;1.81
Hofkirchen im Traunkreis;1958;125;319;40.89;46.730;999;143.3;420;1.67
Sittersdorf;1961;173;459;46.6;38.715;929;20.6;374;1.54
Sankt Martin an der Raab;1965;147;382;48.42;38.025;927;10.8;436;1.46
Hadersdorf-Kammern;1966;157;574;45.21;40.152;983;58.9;419;1.59
St. Georgen am Walde;1967;197;535;42.34;37.223;1066;24.1;461;1.77
Kopfing im Innkreis;1970;181;1006;43.72;36.948;1021;26.5;418;1.71
Oed-Oehling;1972;120;476;40.33;43.630;1100;49.5;382;1.7
Gresten;1981;194;1744;43.39;40.774;1041;54.1;361;1.58
Steinbach an der Steyr;1981;163;377;42.68;39.051;1039;59.4;451;1.79
Wulkaprodersdorf;1982;158;758;43.79;43.701;950;78.1;450;1.6
Schönkirchen-Reyersdorf;1983;124;272;44.16;45.073;931;108.9;460;1.62
Enzenreith;1983;134;425;45.15;43.300;926;72.7;452;1.62
Göstling an der Ybbs;1983;248;929;45.33;35.728;1003;49.6;433;1.76
Zell an der Pram;1986;168;788;42.82;37.618;1010;32.8;406;1.81
Heimschuh;1989;175;484;44.13;37.337;968;30.9;417;1.51
Straßburg;1991;227;719;45.77;37.626;900;37.2;390;1.65
Sankt Johann im Saggautal;1999;166;488;44.95;36.472;1033;25.1;415;1.53
Rust;2000;237;1002;47.07;42.325;942;136.5;399;1.51
Stadtschlaining;2004;134;351;47.04;39.809;877;16.7;453;1.55
Dechantskirchen;2004;178;416;44.5;39.277;1079;25.9;457;1.63
Kukmirn;2009;192;459;47.48;39.249;908;13.9;421;1.6
Yspertal;2009;220;751;43.25;38.437;1015;30;425;1.75
Öblarn;2010;172;451;43.55;35.660;984;62.7;377;1.69
Weitensfeld im Gurktal;2012;237;673;46.91;37.636;950;28.7;399;1.55
Lockenhaus;2016;161;1017;47.06;40.141;925;17.7;417;1.58
Neumarkt an der Ybbs;2016;134;495;42.17;39.204;1007;47.9;404;1.62
Feldkirchen bei Mattighofen;2017;190;542;42.15;37.929;1131;66.7;413;1.67
Steinfeld;2019;177;502;45.98;36.753;853;39.8;411;1.63
Waldegg;2019;128;1451;43.52;42.994;985;85.6;430;1.61
Schweiggers;2024;224;597;42.98;35.319;1054;18.3;436;1.71
St. Peter am Kammersberg;2028;271;618;45.1;36.946;1013;31.3;423;1.61
Sillian;2030;216;1174;44.57;34.953;1003;69.7;378;1.74
Bezau;2031;263;1184;40.61;38.268;1078;239.1;380;1.88
Wolfsegg am Hausruck;2034;133;661;42.35;40.177;982;48.2;438;1.77
Haslau-Maria Ellend;2035;132;289;41.58;49.802;1035;171;452;1.64
Sankt Marein-Feistritz;2039;194;448;43.57;47.927;1000;49.1;400;1.61
Walchsee;2041;202;735;42.69;35.265;962;273.3;367;1.67
Weikendorf;2042;152;307;44.21;46.626;931;75.7;451;1.67
St. Johann am Walde;2043;169;498;43.05;37.751;1123;32.9;430;1.67
Grünau im Almtal;2045;218;615;45.86;38.782;955;85.1;421;1.69
Schwarzau am Steinfeld;2046;112;372;41.92;42.646;954;81.2;387;1.64
Pöllauberg;2047;188;497;45.03;36.638;1092;12.7;476;1.61
Waidring;2048;194;653;43.77;38.886;1032;298.4;428;1.6
Navis;2050;125;562;41.71;37.192;1136;148.9;433;1.61
Roitham am Traunfall;2051;153;757;41.65;41.790;1100;103.6;437;1.72
Übelbach;2051;176;790;46.6;39.847;996;63.1;408;1.57
Payerbach;2055;167;602;48.48;43.565;919;69;398;1.5
Puch bei Weiz;2055;236;550;44.78;38.681;1108;33.5;458;1.57
Lichtenau im Waldviertel;2058;217;486;44.5;35.589;1083;23.7;435;1.71
Hittisau;2060;235;947;39.65;40.631;1085;171.7;385;1.82
Wolfsbach;2062;196;490;40.86;41.087;1089;34.2;436;1.79
Hinzenbach;2062;156;818;41.79;43.104;1099;88;427;1.59
Oberhaag;2064;189;467;45.94;34.613;1007;25.1;422;1.55
Trausdorf an der Wulka;2067;135;313;47.04;47.738;1032;117.7;456;1.49
Altenmarkt an der Triesting;2067;196;545;44.38;44.131;973;105.7;410;1.67
Riedau;2068;125;887;42.74;39.419;1059;32.8;432;1.68
Zillingdorf;2073;126;220;43.95;43.452;1046;104.5;444;1.51
Ferndorf;2074;145;391;47.56;40.032;945;46.5;426;1.5
Bernstein;2079;163;501;48.75;44.016;942;16.7;479;1.44
Wenns;2081;143;493;41.89;36.010;1042;122.2;418;1.58
Lechaschau;2081;121;763;43.67;39.887;1073;158.4;444;1.68
Brunnenthal;2085;142;471;42.92;42.001;1020;59.4;441;1.58
